alpha	alpha
0.	0.
0.16678	-3.6955132803142385
0.33356	-5.353449985700978
0.50034	-8.030174978551466
0.66712	-8.14160115685682
0.8339000000000001	-10.177001446071028
1.00068	4.707682641066941
1.1674600000000002	10.304926096213187
1.33424	16.36439334873283
1.50102	15.361451934100053
1.6678000000000002	-1.214996041168951
1.83458	-9.42936672814093
2.00136	-5.548787275090111
2.16814	0.8089352982269958
2.3349200000000003	2.354138106641235
2.5017	0.4566943896252714
2.66848	0.6190126844577946
2.8352600000000003	17.488026364727574
3.00204	29.823396675124627
3.16882	18.523776151580872
3.3356000000000003	6.161986662052464
3.50238	-1.2461291318580914
3.66916	-3.3917757004876896
3.8359400000000003	10.76061947490768
4.00272	18.67214465806933
4.1695	22.61163323343332
4.33628	18.593637471409277
4.5030600000000005	0.7018775097385856
4.669840000000001	5.139042682002847
4.83662	5.322579920645804
5.0034	-1.5445889908452062
5.17018	-1.5960752905400464
5.33696	-3.535224671959085
5.5037400000000005	-3.6457004429578066
5.670520000000001	0.
5.8373	0.
6.00408	0.
6.17086	0.
6.33764	0.
6.5044200000000005	0.
6.671200000000001	0.
6.83798	0.
7.00476	0.
7.17154	0.
7.33832	0.
7.5051000000000005	0.
7.671880000000001	0.
7.83866	-0.05408516775808886
8.00544	-0.055235916008260964
8.17222	0.
8.339	0.
8.505780000000001	0.
8.67256	0.
8.839340000000002	0.
9.006120000000001	0.
9.172900000000002	0.
9.339680000000001	0.
9.506459999999999	-1.6902618086048569
9.67324	-1.719915524545293
9.840019999999999	0.
10.0068	0.
10.17358	-1.4084435267468907
10.34036	-2.715629199630577
10.507140000000001	-1.3048076675586866
10.67392	0.
10.840700000000002	0.
11.007480000000001	0.
11.174260000000002	0.
11.341040000000001	-1.46600577284985
11.507819999999999	-1.4875646812741121
11.6746	2.3752545568856087
11.84138	1.170709931569292
12.00816	-2.3031237821177704
12.17494	0.6589503714448733
12.34172	0.7181393927971735
12.508500000000002	3.1203613695516617
12.67528	1.5884309636105205
12.842060000000002	-2.594755659452546
13.008840000000001	0.7506633404432614
13.175620000000002	4.608965465857035
13.342400000000001	3.3996781498186324
13.509180000000002	1.5971863255588514
13.67596	4.061479822236322
13.84274	2.1869787987816935
14.00952	3.7340955367851176
14.1763	3.4130302844745275
14.34308	3.6408819941697512
14.50986	3.396548450836075
14.67664	-0.5392803455067272
14.843420000000002	2.966911006064113
15.010200000000001	5.1014109811848085
15.176980000000002	4.50414462496933
