alpha	alpha
0.	0.
0.16678	-17.860558608302917
0.33356	-12.695078445931307
0.50034	0.
0.66712	0.
0.8339000000000001	-8.292047697022904
1.00068	-8.970578504014998
1.1674600000000002	4.021877435741185
1.33424	-0.008136742646784989
1.50102	-10.437642422556754
1.6678000000000002	-15.063051444826804
1.83458	-11.94892887654047
2.00136	-3.9292945362778835
2.16814	-5.543667706923487
2.3349200000000003	-5.97010368437914
2.5017	-5.943691782019663
2.66848	-7.463432002303738
2.8352600000000003	4.901027562809563
3.00204	16.47209856691786
3.16882	8.321077019871238
3.3356000000000003	-8.543707200708967
3.50238	-6.479220623702668
3.66916	0.10048652873217251
3.8359400000000003	14.489212398002472
4.00272	19.60756599956997
4.1695	9.562335649037756
4.33628	1.4254356615802508
4.5030600000000005	0.500837518855706
4.669840000000001	6.694127057735883
4.83662	4.391909186870127
5.0034	4.784007795550081
5.17018	4.893485048224698
5.33696	0.008492898468414
5.5037400000000005	-3.2535848993870906
5.670520000000001	-1.1378955903658383
5.8373	1.1766478633022972
6.00408	1.6121266937529775
6.17086	4.5102277173704275
6.33764	7.025903070204815
6.5044200000000005	4.665522071065996
6.671200000000001	2.8249649534461243
6.83798	1.6370972409352478
7.00476	-0.7032375243477959
7.17154	3.834660157108145
7.33832	8.303088527493403
7.5051000000000005	6.294759328724182
7.671880000000001	9.317056094129812
7.83866	13.746464953693112
8.00544	15.016244000138565
8.17222	11.158912099913621
8.339	6.045456187432183
8.505780000000001	6.343474146489612
8.67256	7.828102646409124
8.839340000000002	10.374166751123921
9.006120000000001	8.464472430553954
9.172900000000002	5.752396887752184
9.339680000000001	8.045605232769626
9.506459999999999	8.024510105340685
9.67324	9.920348515341065
9.840019999999999	7.363329144686839
10.0068	2.696563502976992
10.17358	3.796541544997924
10.34036	4.779259311518198
10.507140000000001	5.545577047539852
10.67392	4.677010766545272
10.840700000000002	3.045696380902105
11.007480000000001	5.958806980123424
11.174260000000002	7.006553509178929
11.341040000000001	7.913490973413901
11.507819999999999	6.741858691490467
11.6746	5.524575643683406
11.84138	10.312182614924971
12.00816	9.152257511213993
12.17494	7.877902382453105
12.34172	9.685184376029138
12.508500000000002	9.125638767394799
12.67528	10.227509738256902
12.842060000000002	8.190447378131504
13.008840000000001	7.811059978220879
13.175620000000002	10.41181878318011
13.342400000000001	8.016650301640613
13.509180000000002	9.282772535989034
13.67596	10.573451486254076
13.84274	10.812582036198526
14.00952	11.411223530528709
14.1763	8.049070194181612
14.34308	10.384380731063418
14.50986	12.864853091577023
14.67664	9.808858001627733
14.843420000000002	10.544595744084155
15.010200000000001	8.9280737083506
15.176980000000002	11.920107589729216
15.343760000000001	15.92104437328986
15.510540000000002	12.31557925544163
15.67732	11.487206707964596
15.8441	8.972738916684063
16.01088	11.65774981819704
16.17766	14.005300025907726
16.34444	10.613348792817836
16.51122	10.65787119059945
16.678	10.831290671337847
16.84478	13.375584818409964
17.011560000000003	15.976467109875573
17.178340000000002	13.43815001889682
17.34512	13.529977648778187
17.5119	14.00003812345865
17.678680000000004	15.156079695221047
17.845460000000003	18.81768774707034
18.012240000000002	15.715624726085943
18.17902	15.663790687264838
18.345800000000004	16.06455137155156
18.512580000000003	15.6525697332674
18.679360000000003	18.717427540973233
18.84614	16.41903458188093
19.012919999999998	16.45934760136487
19.1797	15.751371055911704
19.34648	15.131903198442481
19.51326	17.827609385262022
19.680039999999998	16.02892073615242
19.84682	14.902915836065668
20.0136	14.35498968618885
20.18038	14.176208052195745
20.34716	16.622209875885293
20.51394	16.17610529936484
20.68072	15.337267411010886
20.8475	16.80165830265898
21.014280000000003	17.19669377586686
21.181060000000002	19.09516864151685
21.34784	18.651250016636272
21.51462	16.724742542884467
21.681400000000004	17.83028411423323
21.848180000000003	18.591533078952857
22.014960000000002	20.113216821942633
22.18174	18.06436871476856
22.348520000000004	17.68257863721628
22.515300000000003	19.040001685024016
22.682080000000003	18.963812540590258
22.848860000000002	19.82877955220101
23.015639999999998	18.045920692685407
23.18242	18.2326013250082
23.3492	18.928218757512195
23.51598	18.786955066218898
23.68276	19.028858854824165
23.84954	17.70073058369193
24.01632	17.738158308474357
24.1831	19.26065206860441
24.34988	18.973340270972887
24.51666	18.547069691731135
24.68344	17.5995135055166
24.85022	17.43133614252779
25.017000000000003	18.22533178306092
25.183780000000002	17.227732643291017
25.35056	18.113640424197733
25.51734	17.40885893594317
25.684120000000004	17.523898820060673
25.850900000000003	18.42121514264833
26.017680000000002	17.461437040303675
26.18446	19.636737844085435
26.351240000000004	18.707108079072356
26.518020000000003	18.292939286763268
26.684800000000003	19.075395997106572
26.851580000000002	19.096191074811177
27.018360000000005	20.866547706325644
27.18514	19.3244488080769
27.35192	19.017219361520905
27.5187	20.39034630764615
27.68548	20.3808999646777
27.85226	21.167001931729228
28.01904	20.342510839353867
28.18582	19.460151406043252
28.3526	21.206713290225466
28.51938	20.432338231432023
28.68616	21.05973539670348
28.85294	20.677912620523948
29.01972	20.387406616732598
29.186500000000002	22.518420284202783
29.35328	21.146583637776814
29.52006	21.516878102231917
29.686840000000004	21.10279733387787
29.853620000000003	20.987459406613684
30.020400000000002	22.065644079029063
30.18718	21.108909213250953
30.353960000000004	21.735552842248804
30.520740000000004	22.30842838826175
30.687520000000003	22.16947165226765
30.854300000000002	22.489424144058805
31.021080000000005	21.706143940493416
31.187860000000004	21.918306828530444
31.35464	22.614117236027578
31.52142	21.523583452320498
31.6882	21.997038252194987
31.85498	21.561741727522044
32.02176	21.8750930629163
32.18854	23.19547125188831
32.35532	22.27279506701548
32.5221	23.10233508353181
32.68888	22.50164329626485
32.85566	22.937110934384545
33.02244	24.201303153339865
33.18922	23.541540530777937
33.356	23.914776591224225
33.52278	23.404133786231263
33.68956	24.348898495009124
33.856339999999996	24.858048117344516
34.023120000000006	23.65923210335829
34.1899	23.621026700908853
34.356680000000004	24.04266790250813
34.52346	25.158389115553145
34.69024	26.085921967881756
34.85702	25.43980956996858
35.0238	25.304716456300458
35.19058	25.445615153461222
35.35736000000001	25.55523630195733
35.52414	26.125430708881353
35.690920000000006	24.52383327760543
35.8577	24.31312418240397
36.024480000000004	24.538722489780984
36.19126	25.01895412700078
36.35804	25.890308286084572
36.52482	24.685189104194247
36.69160000000001	24.68456489458298
36.858380000000004	24.964851929317636
37.02516000000001	26.50806482170164
37.19194	27.281278735688858
37.358720000000005	26.030259972286093
37.5255	26.173945282689456
37.69228	26.63434493701589
37.85906	27.66638845002342
38.025839999999995	27.89643790097819
38.192620000000005	26.440756727492623
38.3594	26.329373304125866
38.526180000000004	27.267191022458174
38.69296	28.18782120862656
38.85974	28.19234269172986
39.02652	26.284484865980577
39.1933	25.844349092819716
39.360079999999996	26.88300538007452
39.526860000000006	28.092750316836785
39.69364	29.253227088863458
39.860420000000005	27.05795751917713
40.0272	26.570953229536617
40.19398	28.650926135627593
40.36076	29.48053464124571
40.52754	29.096201363154606
40.69432	27.0077081067391
40.86110000000001	27.100347362145943
41.02788	28.699402069152434
41.194660000000006	29.38690058397766
41.36144	29.37624972445645
41.528220000000005	28.396601420550706
41.695	28.083873428113552
41.861779999999996	29.74307985211518
42.028560000000006	31.06590497274491
42.19534	30.96055177587544
42.362120000000004	30.00337349547479
42.5289	29.705383909581503
42.69568	31.354756276089276
42.86246	32.73710570294786
43.02924	32.60519575535862
43.19602	31.455503963440314
43.36280000000001	32.05299301854435
43.52958	33.552352812197455
43.696360000000006	33.70759913295252
43.86314	33.09309331559271
44.029920000000004	32.64574149100399
44.1967	33.410032076097266
44.36348	35.709388809270294
